time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,education_phase,pupil_forecast_and_202324_actuals
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Total,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Total,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Total,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Total,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Total,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Primary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Secondary,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Total,z
202324,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Primary,z
